title,year,source_title,doi,rank,publisher,event,source_type,holding_publisher,title_vote_haq,title_vote_anand,title_vote_final,title_verdict,has_abstract,abstract_verdict,has_fulltext,fulltext_verdict,exclusion_reason
A Comprehensive Survey on Internet of Things (IoT) Toward 5G Wireless Systems,2020,IEEE Internet of Things Journal,10.1109/JIOT.2019.2948888,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Providing k-anonymity and revocation in ubiquitous VANETs,2016,Ad Hoc Networks,10.1016/j.adhoc.2015.05.016,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A Benders Decomposition Approach for Resilient Placement of Virtual Process Control Functions in Mobile Edge Clouds,2018,IEEE Transactions on Network and Service Management,10.1109/TNSM.2018.2873178,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Hardware-Assisted MMU Redirection for In-Guest Monitoring and API Profiling,2020,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2020.2969514,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
GRBC-based Network Security Functions placement scheme in SDS for 5G security,2018,Journal of Network and Computer Applications,10.1016/j.jnca.2018.03.013,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
CFHider: Protecting Control Flow Confidentiality with Intel SGX,2022,IEEE Transactions on Computers,10.1109/TC.2021.3122903,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
PACO-VMP: Parallel Ant Colony Optimization for Virtual Machine Placement,2022,Future Generation Computer Systems,10.1016/j.future.2021.11.019,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Thermal-aware virtual machine allocation for heterogeneous cloud data centers,2020,Energies,10.3390/en13112880,Q1,Multidisciplinary Digital Publishing Institute (MDPI),,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Security information transmission algorithms for IoT based on cloud computing,2020,Computer Communications,10.1016/j.comcom.2020.03.010,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Gridcloud: Infrastructure for cloud-based wide area monitoring of bulk electric power grids,2019,IEEE Transactions on Smart Grid,10.1109/TSG.2018.2791021,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Energy-Aware Virtual Machine Consolidation Algorithm Based on Ant Colony System,2018,Journal of Grid Computing,10.1007/s10723-018-9428-4,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Meta-heuristic based autoscaling of cloud-based parameter sweep experiments with unreliable virtual machines instances,2018,Computers and Electrical Engineering,10.1016/j.compeleceng.2017.12.007,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Suspicious traffic sampling for intrusion detection in software-defined networks,2016,Computer Networks,10.1016/j.comnet.2016.05.019,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
An enhanced scalable and secure RFID authentication protocol for WBAN within an IoT environment,2021,Journal of Information Security and Applications,10.1016/j.jisa.2020.102705,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Privacy-preserving conjunctive keyword search on encrypted data with enhanced fine-grained access control,2020,World Wide Web,10.1007/s11280-019-00671-3,Q1,Springer New York,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
"More efficient, provably-secure direct anonymous attestation from lattices",2019,Future Generation Computer Systems,10.1016/j.future.2019.04.036,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Host-based intrusion detection system with system calls: Review and future trends,2019,ACM Computing Surveys,10.1145/3214304,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Development of a markov-chain-based solar generation model for smart microgrid energy management system,2020,IEEE Transactions on Sustainable Energy,10.1109/TSTE.2019.2904436,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cloud-Based Quadratic Optimization with Partially Homomorphic Encryption,2021,IEEE Transactions on Automatic Control,10.1109/TAC.2020.3005920,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Virtualization,2013,IEEE Internet Computing,10.1109/MIC.2013.42,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
NN-EMD: Efficiently Training Neural Networks Using Encrypted Multi-Sourced Datasets,2022,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2021.3074439,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Verifiable database supporting keyword searches with forward security,2021,Computer Standards and Interfaces,10.1016/j.csi.2020.103491,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Autonomics at the Edge: Resource Orchestration for Edge Native Applications,2021,IEEE Internet Computing,10.1109/MIC.2020.3039551,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Guarded dual authentication based DRM with resurgence dynamic encryption techniques,2019,Enterprise Information Systems,10.1080/17517575.2018.1527041,Q1,Taylor and Francis Ltd.,,journal,Taylor&Francis,n,n,Agree - No,Irrelevant,,,,,
Watertight scenes from urban LiDAR and planar surfaces,2013,Computer Graphics Forum,10.1111/cgf.12188,Q1,Wiley-Blackwell Publishing Ltd,,journal,Wiley,n,n,Agree - No,Irrelevant,,,,,
Navigating into the Future,2015,IEEE Internet Computing,10.1109/MIC.2015.42,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Evaluation of Cache Attacks on Arm Processors and Secure Caches,2022,IEEE Transactions on Computers,10.1109/TC.2021.3126150,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Global Flow Table: A convincing mechanism for security operations in SDN,2017,Computer Networks,10.1016/j.comnet.2017.04.002,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Convolution Neural Network Inference with Edge-assistance,2022,Computers and Security,10.1016/j.cose.2022.102910,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Fast asymmetric encryption and decryption of SimpleMatrix scheme for Internet of Things,2022,Computer Communications,10.1016/j.comcom.2022.04.013,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Efficient Privacy-Preserving Authentication Scheme with Fine-Grained Error Location for Cloud-Based VANET,2021,IEEE Transactions on Vehicular Technology,10.1109/TVT.2021.3107524,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
TP2SF: A Trustworthy Privacy-Preserving Secured Framework for sustainable smart cities by leveraging blockchain and machine learning,2021,Journal of Systems Architecture,10.1016/j.sysarc.2020.101954,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
SPCSS: Social Network Based Privacy-Preserving Criminal Suspects Sensing,2020,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2019.2960857,Q1,"IEEE Systems, Man, and Cybernetics Society",,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cybersecurity for industrial control systems: A survey,2020,Computers and Security,10.1016/j.cose.2019.101677,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Modeling and evaluating a complex edge computing based systems: An emergency management support system case study,2019,Internet of Things (Netherlands),10.1016/j.iot.2019.100054,Q1,Elsevier BV,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Insight of the protection for data security under selective opening attacks,2017,Information Sciences,10.1016/j.ins.2017.05.031,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Decision Trees Training and Prediction,2022,ACM Transactions on Privacy and Security,10.1145/3517197,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Secure 5G-Assisted UAV Access Scheme in IoBT for Region Demarcation and Surveillance Operations,2022,IEEE Communications Standards Magazine,10.1109/MCOMSTD.0001.2100057,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
SPTM-EC: A Security and Privacy-Preserving Task Management in Edge Computing for IIoT,2022,IEEE Transactions on Industrial Informatics,10.1109/TII.2021.3123260,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Ultra-Low-Power Processors,2017,IEEE Micro,10.1109/MM.2017.4241352,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Smart belt design by naïve bayes classifier for standard industrial protection equipment integration,2020,International Journal of Artificial Intelligence,,Q1,Indian Society for Development and Environment Research,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Portfolio optimization of safety measures for the prevention of time-dependent accident scenarios,2019,Reliability Engineering and System Safety,10.1016/j.ress.2019.106500,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
SmartEdge: An end-to-end encryption framework for an edge-enabled smart city application,2019,Journal of Network and Computer Applications,10.1016/j.jnca.2019.02.023,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Method for detection of unsafe actions in power field based on edge computing architecture,2021,Journal of Cloud Computing,10.1186/s13677-021-00234-w,Q1,Springer Science + Business Media,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Securing SDN-Controlled IoT Networks through Edge Blockchain,2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3017354,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
TACRM: trust access control and resource management mechanism in fog computing,2019,Human-centric Computing and Information Sciences,10.1186/s13673-019-0188-3,Q1,Springer Science + Business Media,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Deep Learning Based on Multiparty Secure Computation: A Survey,2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3058638,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Efficient and Secure Outsourcing Scheme for RSA Decryption in Internet of Things,2020,IEEE Internet of Things Journal,10.1109/JIOT.2020.2970499,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Blockchain-Based Anti-Key-Leakage Key Aggregation Searchable Encryption for IoT,2020,IEEE Internet of Things Journal,10.1109/JIOT.2019.2956322,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Efficient privacy-preserving data merging and skyline computation over multi-source encrypted data,2019,Information Sciences,10.1016/j.ins.2019.05.055,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Secure multi-keyword ranked search over encrypted cloud data for multiple data owners,2018,Journal of Systems and Software,10.1016/j.jss.2017.12.008,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Attribute-based encryption with efficient verifiable outsourced decryption,2015,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2015.2410137,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A Noncontact Ballistocardiography-Based IoMT System for Cardiopulmonary Health Monitoring of Discharged COVID-19 Patients,2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3063549,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
S-Nav: Safety-Aware IoT Navigation Tool for Avoiding COVID-19 Hotspots,2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3037641,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Joint time delay and energy optimization with intelligent overclocking in edge computing,2020,Science China Information Sciences,10.1007/s11432-019-2780-0,Q1,Science in China Press,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Enhancing Leakage Prevention for MapReduce,2022,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2022.3166641,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Robust Reversible Watermarking in Encrypted Image With Secure Multi-Party Based on Lightweight Cryptography,2022,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/TCSVT.2021.3055072,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Internet-of-Things Hardware-in-the-Loop Simulation Architecture for Providing Frequency Regulation with Demand Response,2018,IEEE Transactions on Industrial Informatics,10.1109/TII.2017.2782885,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Offloading Computations to Mobile Devices and Cloudlets via an Upgraded NFC Communication Protocol,2020,IEEE Transactions on Mobile Computing,10.1109/TMC.2019.2899093,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A model for technological aspect of e-learning readiness in higher education,2019,Education and Information Technologies,10.1007/s10639-018-9837-9,Q1,Kluwer Academic Publishers,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Energy-efficient application assignment in profile-based data center management through a Repairing Genetic Algorithm,2018,Applied Soft Computing Journal,10.1016/j.asoc.2018.03.016,Q1,Elsevier BV,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
End-to-end security scheme for mobility enabled healthcare Internet of Things,2016,Future Generation Computer Systems,10.1016/j.future.2016.02.020,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Energy-efficient predictive HTTP adaptive streaming in mobile cellular networks,2018,IEEE Transactions on Vehicular Technology,10.1109/TVT.2018.2868791,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Corrigendum to “Secure and efficient data collaboration with hierarchical attribute-based encryption in cloud computing” [Future Gener. Comput. Syst. 72 (2017) 239–249] (S0167739X16303521) (10.1016/j.future.2016.09.021)),2018,Future Generation Computer Systems,10.1016/j.future.2018.05.041,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
An efficient and authenticated key establishment scheme based on fog computing for healthcare system,2022,Frontiers of Computer Science,10.1007/s11704-021-0537-z,Q1,Higher Education Press,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Lightweight Multi-party Authentication and Key Agreement Protocol in IoT-based E-Healthcare Service,2021,"ACM Transactions on Multimedia Computing, Communications and Applications",10.1145/3398039,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Heterogeneous Signcryption Scheme From IBC to PKI With Equality Test for WBANs,2022,IEEE Systems Journal,10.1109/JSYST.2020.3048972,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A Secure Fog-Based Architecture for Industrial Internet of Things and Industry 4.0,2021,IEEE Transactions on Industrial Informatics,10.1109/TII.2020.2998105,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Secure Transmission of Compressed Sampling Data Using Edge Clouds,2020,IEEE Transactions on Industrial Informatics,10.1109/TII.2020.2966511,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Efficient confidentialitypreserving data analytics over symmetrically encrypted datasets,2020,Proceedings of the VLDB Endowment,10.14778/3389133.3389144,Q1,,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Effect of chosen features on performance of privacy preserving image retrieval systems,2019,Computers and Electrical Engineering,10.1016/j.compeleceng.2019.04.020,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
RM-BDP: Resource management for Big Data platforms,2018,Future Generation Computer Systems,10.1016/j.future.2018.05.018,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Distributed virtual machine consolidation: A systematic mapping study,2018,Computer Science Review,10.1016/j.cosrev.2018.02.003,Q1,Elsevier Ireland Ltd,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Efficient and expressive keyword search over encrypted data in cloud,2018,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2016.2599883,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Power consumption-aware virtual machine placement in cloud data center,2017,IEEE Transactions on Green Communications and Networking,10.1109/TGCN.2017.2725488,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Reversible data hiding in encrypted images based on absolute mean difference of multiple neighboring pixels,2015,Journal of Visual Communication and Image Representation,10.1016/j.jvcir.2014.12.007,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Accuracy-first and efficiency-first privacy-preserving semantic-aware ranked searches in the cloud,2022,International Journal of Intelligent Systems,10.1002/int.22989,Q1,John Wiley and Sons Ltd,,journal,Wiley,n,n,Agree - No,Irrelevant,,,,,
Combinatorial resources auction in decentralized edge-thing systems using blockchain and differential privacy,2022,Information Sciences,10.1016/j.ins.2022.05.128,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Location-Based Data Queries in Fog-Enhanced Sensor Networks,2022,IEEE Internet of Things Journal,10.1109/JIOT.2021.3135303,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
An Expressive Fully Policy-Hidden Ciphertext Policy Attribute-Based Encryption Scheme With Credible Verification Based on Blockchain,2022,IEEE Internet of Things Journal,10.1109/JIOT.2021.3117378,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
"Internet of vehicles: concept, process, security aspects and solutions",2022,Multimedia Tools and Applications,10.1007/s11042-022-12386-1,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Adaptively Secure and Fast Processing of Conjunctive Queries over Encrypted Data,2022,IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2020.2997688,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
PUA-KE: Practical User Authentication with Key Establishment and its Application in Implantable Medical Devices,2021,Journal of Systems Architecture,10.1016/j.sysarc.2021.102307,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Intrusion detection based on improved density peak clustering for imbalanced data on sensor-cloud systems,2021,Journal of Systems Architecture,10.1016/j.sysarc.2021.102212,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
SEA-BREW: A scalable Attribute-Based Encryption revocable scheme for low-bitrate IoT wireless networks,2021,Journal of Information Security and Applications,10.1016/j.jisa.2020.102692,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Practical pairing-Free sensor cooperation scheme for cloud-Assisted wireless body area networks,2020,Cybersecurity,10.1186/s42400-020-00061-7,Q1,SpringerOpen,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
A hybrid energy–Aware virtual machine placement algorithm for cloud environments,2020,Expert Systems with Applications,10.1016/j.eswa.2020.113306,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Dynamic virtual machine consolidation using a multi-agent system to optimise energy efficiency in cloud computing,2020,Future Generation Computer Systems,10.1016/j.future.2020.02.036,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
"Distributed and Efficient Object Detection via Interactions among Devices, Edge, and Cloud",2019,IEEE Transactions on Multimedia,10.1109/TMM.2019.2912703,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Towards Bandwidth Guarantee for Virtual Clusters under Demand Uncertainty in Multi-Tenant Clouds,2018,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2017.2754366,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
An unsupervised approach to online noisy-neighbor detection in cloud data centers,2017,Expert Systems with Applications,10.1016/j.eswa.2017.07.038,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A reusable and single-interactive model for secure approximate k-nearest neighbor query in cloud,2017,Information Sciences,10.1016/j.ins.2016.07.069,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Batch Public Key Cryptosystem with batch multi-exponentiation,2016,Future Generation Computer Systems,10.1016/j.future.2015.12.009,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Customized encryption of computer aided design models for collaboration in cloud manufacturing environment,2015,"Journal of Manufacturing Science and Engineering, Transactions of the ASME",10.1115/1.4030592,Q1,The American Society of Mechanical Engineers(ASME),,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Applying Cross-Modality Data Processing for Infarction Learning in Medical Internet of Things,2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3068775,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Efficient Parallel Secure Outsourcing of Modular Exponentiation to Cloud for IoT Applications,2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3029030,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A Fast Nearest Neighbor Search Scheme over Outsourced Encrypted Medical Images,2021,IEEE Transactions on Industrial Informatics,10.1109/TII.2018.2883680,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Verifiable Outsourcing Computation for Matrix Multiplication with Improved Efficiency and Applicability,2018,IEEE Internet of Things Journal,10.1109/JIOT.2018.2867113,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Dynamic malware analysis in the modern era—A state of the art survey,2019,ACM Computing Surveys,10.1145/3329786,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Fog-based healthcare systems: A systematic review,2021,Multimedia Tools and Applications,10.1007/s11042-021-11227-x,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
RON-enhanced blockchain propagation mechanism for edge-enabled smart cities,2021,Journal of Information Security and Applications,10.1016/j.jisa.2021.102936,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Software defined networks: A survey,2016,Journal of Network and Computer Applications,10.1016/j.jnca.2016.03.016,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A method for managing green power of a virtual machine cluster in cloud,2014,Future Generation Computer Systems,10.1016/j.future.2014.03.001,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A secure authenticated and key exchange scheme for fog computing,2021,Enterprise Information Systems,10.1080/17517575.2020.1712746,Q1,Taylor and Francis Ltd.,,journal,Taylor&Francis,n,n,Agree - No,Irrelevant,,,,,
Cryptanalysis of a public authentication protocol for outsourced databases with multi-user modification,2019,Information Sciences,10.1016/j.ins.2019.03.002,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Applications of artificial immune systems to computer security: A survey,2017,Journal of Information Security and Applications,10.1016/j.jisa.2017.06.007,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A Scalable Stateful Approach for Virtual Security Functions Orchestration,2021,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2021.3049804,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Ship Path Optimization That Accounts for Geographical Traffic Characteristics to Increase Maritime Port Safety,2022,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2021.3057907,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A.M.B.R.O.S.I.A: Providing performant virtual resiliency for distributed applications,2020,Proceedings of the VLDB Endowment,10.14778/3377369.3377370,Q1,,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Hierarchical and non-monotonic key-policy attribute-based encryption and its application,2022,Information Sciences,10.1016/j.ins.2022.08.014,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A cloud computing based Big-Bang Big-Crunch fuzzy logic multi classifier system for Soccer video scenes classification,2016,Memetic Computing,10.1007/s12293-016-0207-0,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Secure and Efficient Transmission of Vision-Based Feedback Control Signals,2021,Journal of Intelligent and Robotic Systems: Theory and Applications,10.1007/s10846-021-01472-5,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
A study on smart factory-based ambient intelligence context-aware intrusion detection system using machine learning,2020,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-018-0998-6,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Deep-IFS: Intrusion Detection Approach for Industrial Internet of Things Traffic in Fog Environment,2021,IEEE Transactions on Industrial Informatics,10.1109/TII.2020.3025755,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
"A privacy-preserving image retrieval scheme based secure kNN, DNA coding and deep hashing",2021,Multimedia Tools and Applications,10.1007/s11042-019-07753-4,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Primitives towards verifiable computation: a survey,2018,Frontiers of Computer Science,10.1007/s11704-016-6148-4,Q1,Higher Education Press,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
"Review of Electric Vehicle Charger Cybersecurity Vulnerabilities, Potential Impacts, and Defenses",2022,Energies,10.3390/en15113931,Q1,Multidisciplinary Digital Publishing Institute (MDPI),,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A Survey on Fault Management in Software-Defined Networks,2017,IEEE Communications Surveys and Tutorials,10.1109/COMST.2017.2719862,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Blockchain-Envisioned Provably Secure Multivariate Identity-Based Multi-Signature Scheme for Internet of Vehicles Environment,2022,IEEE Transactions on Vehicular Technology,10.1109/TVT.2022.3176755,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Insights into security and privacy towards fog computing evolution,2022,Computers and Security,10.1016/j.cose.2022.102822,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Towards developing a Block Chain based Advanced Data Security-Reward Model (DSecCS) in mobile crowd sensing networks,2022,Egyptian Informatics Journal,10.1016/j.eij.2022.03.002,Q1,"Faculty of Computers and Information, Cairo University",,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving and Fault-Tolerant Aggregation of Time-Series Data with a Semi-Trusted Authority,2022,IEEE Internet of Things Journal,10.1109/JIOT.2021.3135049,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
